id,domain,sentence,label,relations
3039,Economics,thermodynamics and particles are closely related ideas in Economics.,concept,"[('thermodynamics', 'relate', 'Economics')]"
3040,Chemistry,"In Chemistry, chemical bonding plays a key role in understanding trade.",definition,"[('bonding', 'understand', 'trade')]"
3041,Chemistry,pollution is often modeled using data mining in Chemistry.,relation,"[('pollution', 'use', 'Chemistry')]"
3042,Mathematics,artificial intelligence forms the basis for understanding communication within Mathematics.,fact,"[('intelligence', 'understand', 'Mathematics')]"
3043,Linguistics,The concept of genetic mutation is fundamental to evolution in Linguistics.,concept,[]
3044,Mathematics,data mining and cells are closely related ideas in Mathematics.,concept,"[('mining', 'relate', 'Mathematics')]"
3045,Economics,"natural selection provides insights into environment, a major theme in Economics.",relation,"[('selection', 'provide', 'Economics')]"
3046,Mathematics,language acquisition in Mathematics helps explain how DNA sequences occurs.,fact,"[('sequences', 'occur', 'Mathematics')]"
3047,Computer Science,Computer Science researchers study genetic mutation to explore society.,definition,"[('researchers', 'explore', 'society')]"
3048,Biology,Biology uses syntax analysis to describe trade.,concept,"[('Biology', 'describe', 'trade')]"
3049,Economics,"In Economics, language acquisition plays a key role in understanding particles.",definition,"[('acquisition', 'understand', 'particles')]"
3050,Environmental Science,artificial intelligence in Environmental Science helps explain how entropy occurs.,fact,"[('entropy', 'occur', 'Science')]"
3051,Environmental Science,Environmental Science researchers study calculus to explore optimization.,concept,"[('researchers', 'explore', 'optimization')]"
3052,Physics,"molecular biology provides insights into data patterns, a major theme in Physics.",fact,"[('biology', 'provide', 'Physics')]"
3053,Biology,quantum mechanics forms the basis for understanding pollution within Biology.,fact,"[('mechanics', 'understand', 'Biology')]"
3054,Sociology,ecosystem balance in Sociology helps explain how patterns occurs.,concept,"[('patterns', 'occur', 'Sociology')]"
3055,Biology,"neural networks provides insights into trade, a major theme in Biology.",concept,"[('networks', 'provide', 'Biology')]"
3056,Psychology,"In Psychology, genetic mutation plays a key role in understanding evolution.",fact,"[('mutation', 'understand', 'evolution')]"
3057,Physics,The concept of data mining is fundamental to trade in Physics.,fact,"[('concept', 'trade', 'Physics')]"
3058,Biology,Biology researchers study quantum mechanics to explore learning.,relation,"[('researchers', 'explore', 'learning')]"
3059,Physics,data mining in Physics helps explain how optimization occurs.,definition,"[('optimization', 'occur', 'Physics')]"
3060,Mathematics,The concept of energy conservation is fundamental to computation in Mathematics.,relation,"[('concept', 'computation', 'Mathematics')]"
3061,Economics,Economics researchers study quantum mechanics to explore computation.,definition,"[('researchers', 'explore', 'computation')]"
3062,Economics,"In the field of Economics, molecular biology influences the study of data patterns.",definition,"[('biology', 'influence', 'patterns')]"
3063,Mathematics,molecular biology in Mathematics helps explain how decision making occurs.,relation,"[('making', 'occur', 'Mathematics')]"
3064,Linguistics,market equilibrium and society are closely related ideas in Linguistics.,definition,"[('equilibrium', 'relate', 'Linguistics')]"
3065,Psychology,The concept of chemical bonding is fundamental to particles in Psychology.,concept,[]
3066,Linguistics,"In Linguistics, natural selection plays a key role in understanding motion.",fact,"[('selection', 'understand', 'motion')]"
3067,Linguistics,"In the field of Linguistics, neural networks influences the study of motion.",fact,"[('networks', 'influence', 'motion')]"
3068,Chemistry,data patterns is often modeled using natural selection in Chemistry.,concept,"[('patterns', 'use', 'Chemistry')]"
3069,Linguistics,pollution is often modeled using natural selection in Linguistics.,concept,"[('pollution', 'use', 'Linguistics')]"
3070,Chemistry,"In the field of Chemistry, syntax analysis influences the study of DNA sequences.",relation,"[('analysis', 'influence', 'sequences')]"
3071,Psychology,The concept of calculus is fundamental to computation in Psychology.,relation,"[('concept', 'computation', 'Psychology')]"
3072,Computer Science,"In the field of Computer Science, genetic mutation influences the study of optimization.",concept,"[('mutation', 'influence', 'optimization')]"
3073,Sociology,The concept of calculus is fundamental to decision making in Sociology.,concept,"[('concept', 'decision', 'Sociology')]"
3074,Environmental Science,"genetic mutation provides insights into trade, a major theme in Environmental Science.",definition,"[('mutation', 'provide', 'Science')]"
3075,Environmental Science,"statistical inference provides insights into markets, a major theme in Environmental Science.",relation,"[('inference', 'provide', 'Science')]"
3076,Computer Science,"In Computer Science, natural selection plays a key role in understanding society.",relation,"[('selection', 'understand', 'society')]"
3077,Psychology,"syntax analysis provides insights into cells, a major theme in Psychology.",concept,"[('analysis', 'provide', 'Psychology')]"
3078,Economics,"In the field of Economics, market equilibrium influences the study of evolution.",fact,"[('equilibrium', 'influence', 'evolution')]"
3079,Linguistics,Linguistics uses social structure to describe grammar.,relation,"[('Linguistics', 'describe', 'grammar')]"
3080,Sociology,climate modeling forms the basis for understanding grammar within Sociology.,concept,[]
3081,Linguistics,economic growth and motion are closely related ideas in Linguistics.,definition,"[('growth', 'relate', 'Linguistics')]"
3082,Biology,Biology researchers study neural networks to explore grammar.,relation,"[('researchers', 'explore', 'grammar')]"
3083,Chemistry,"In Chemistry, social structure plays a key role in understanding communication.",fact,"[('structure', 'understand', 'communication')]"
3084,Computer Science,economic growth forms the basis for understanding decision making within Computer Science.,definition,"[('growth', 'understand', 'Science')]"
3085,Biology,market equilibrium forms the basis for understanding patterns within Biology.,relation,"[('equilibrium', 'understand', 'Biology')]"
3086,Mathematics,The concept of statistical inference is fundamental to optimization in Mathematics.,concept,[]
3087,Economics,"In the field of Economics, market equilibrium influences the study of communication.",relation,[]
3088,Economics,syntax analysis in Economics helps explain how data patterns occurs.,definition,"[('patterns', 'occur', 'Economics')]"
3089,Economics,ecosystem balance forms the basis for understanding optimization within Economics.,fact,"[('balance', 'understand', 'Economics')]"
3090,Physics,"In the field of Physics, language acquisition influences the study of communication.",relation,[]
3091,Economics,quantum mechanics and communication are closely related ideas in Economics.,fact,"[('mechanics', 'relate', 'Economics')]"
3092,Psychology,Psychology researchers study natural selection to explore decision making.,concept,"[('researchers', 'explore', 'making')]"
3093,Mathematics,"cognitive behavior provides insights into optimization, a major theme in Mathematics.",concept,"[('behavior', 'provide', 'Mathematics')]"
3094,Economics,"In Economics, syntax analysis plays a key role in understanding motion.",definition,"[('analysis', 'understand', 'motion')]"
3095,Computer Science,Computer Science researchers study calculus to explore grammar.,concept,"[('researchers', 'explore', 'grammar')]"
3096,Linguistics,Linguistics uses language acquisition to describe entropy.,relation,"[('Linguistics', 'describe', 'entropy')]"
3097,Computer Science,Computer Science uses language acquisition to describe environment.,concept,"[('Science', 'describe', 'environment')]"
3098,Chemistry,The concept of artificial intelligence is fundamental to grammar in Chemistry.,concept,"[('concept', 'grammar', 'Chemistry')]"
3099,Psychology,Psychology researchers study artificial intelligence to explore patterns.,definition,"[('researchers', 'explore', 'patterns')]"
3100,Economics,"In the field of Economics, natural selection influences the study of pollution.",concept,[]
3101,Biology,neural networks in Biology helps explain how patterns occurs.,definition,"[('patterns', 'occur', 'Biology')]"
3102,Linguistics,Linguistics uses neural networks to describe entropy.,concept,"[('Linguistics', 'describe', 'entropy')]"
3103,Environmental Science,"In Environmental Science, climate modeling plays a key role in understanding communication.",concept,"[('modeling', 'understand', 'communication')]"
3104,Biology,energy conservation forms the basis for understanding motion within Biology.,fact,"[('conservation', 'understand', 'Biology')]"
3105,Chemistry,calculus forms the basis for understanding particles within Chemistry.,relation,"[('calculus', 'understand', 'Chemistry')]"
3106,Economics,"In the field of Economics, climate modeling influences the study of learning.",definition,[]
3107,Environmental Science,artificial intelligence forms the basis for understanding particles within Environmental Science.,fact,"[('intelligence', 'understand', 'Science')]"
3108,Sociology,molecular biology in Sociology helps explain how pollution occurs.,fact,"[('pollution', 'occur', 'Sociology')]"
3109,Biology,grammar is often modeled using language acquisition in Biology.,relation,"[('grammar', 'use', 'Biology')]"
