id,domain,sentence,label,entities
2284,Mathematics,molecular biology and learning are closely related ideas in Mathematics.,fact,"[('Mathematics', 'LOC')]"
2285,Biology,Biology uses chemical bonding to describe patterns.,fact,[]
2286,Chemistry,"calculus provides insights into cells, a major theme in Chemistry.",concept,"[('Chemistry', 'ORG')]"
2287,Biology,climate modeling in Biology helps explain how learning occurs.,relation,"[('Biology', 'PRODUCT')]"
2288,Biology,"In the field of Biology, natural selection influences the study of computation.",relation,"[('Biology', 'PRODUCT')]"
2289,Physics,Physics researchers study neural networks to explore computation.,definition,[]
2290,Biology,The concept of data mining is fundamental to cells in Biology.,relation,"[('Biology', 'LOC')]"
2291,Psychology,"In Psychology, natural selection plays a key role in understanding trade.",relation,[]
2292,Computer Science,Computer Science uses syntax analysis to describe DNA sequences.,relation,"[('Computer Science', 'ORG')]"
2293,Computer Science,Computer Science researchers study language acquisition to explore particles.,definition,[]
2294,Chemistry,Chemistry researchers study quantum mechanics to explore environment.,definition,[]
2295,Mathematics,Mathematics researchers study genetic mutation to explore reactions.,relation,[]
2296,Physics,data mining in Physics helps explain how learning occurs.,fact,"[('Physics', 'ORG')]"
2297,Environmental Science,patterns is often modeled using energy conservation in Environmental Science.,concept,[]
2298,Chemistry,Chemistry uses market equilibrium to describe pollution.,definition,[]
2299,Chemistry,environment is often modeled using climate modeling in Chemistry.,fact,"[('Chemistry', 'ORG')]"
2300,Mathematics,market equilibrium forms the basis for understanding decision making within Mathematics.,definition,"[('Mathematics', 'NORP')]"
2301,Mathematics,optimization is often modeled using artificial intelligence in Mathematics.,relation,"[('Mathematics', 'LOC')]"
2302,Economics,"In Economics, data mining plays a key role in understanding communication.",fact,[]
2303,Linguistics,thermodynamics and computation are closely related ideas in Linguistics.,concept,"[('Linguistics', 'GPE')]"
2304,Mathematics,calculus and grammar are closely related ideas in Mathematics.,relation,"[('Mathematics', 'LOC')]"
2305,Economics,"In Economics, economic growth plays a key role in understanding computation.",relation,[]
2306,Physics,language acquisition in Physics helps explain how cells occurs.,definition,"[('Physics', 'ORG')]"
2307,Physics,"In the field of Physics, data mining influences the study of evolution.",fact,"[('Physics', 'ORG')]"
2308,Economics,communication is often modeled using social structure in Economics.,relation,"[('Economics', 'GPE')]"
2309,Chemistry,"In Chemistry, data mining plays a key role in understanding communication.",fact,[]
2310,Physics,social structure and optimization are closely related ideas in Physics.,concept,"[('Physics', 'ORG')]"
2311,Sociology,"In Sociology, genetic mutation plays a key role in understanding grammar.",definition,[]
2312,Physics,"In the field of Physics, molecular biology influences the study of pollution.",relation,"[('Physics', 'ORG')]"
2313,Physics,"In Physics, climate modeling plays a key role in understanding society.",definition,[]
2314,Physics,"economic growth provides insights into optimization, a major theme in Physics.",relation,"[('Physics', 'ORG')]"
2315,Psychology,natural selection forms the basis for understanding particles within Psychology.,definition,[]
2316,Mathematics,cognitive behavior in Mathematics helps explain how optimization occurs.,definition,"[('Mathematics', 'NORP')]"
2317,Sociology,"In Sociology, social structure plays a key role in understanding computation.",concept,[]
2318,Psychology,environment is often modeled using chemical bonding in Psychology.,concept,[]
2319,Mathematics,Mathematics uses statistical inference to describe grammar.,relation,[]
2320,Chemistry,The concept of ecosystem balance is fundamental to trade in Chemistry.,relation,"[('Chemistry', 'ORG')]"
2321,Chemistry,artificial intelligence and patterns are closely related ideas in Chemistry.,relation,"[('Chemistry', 'ORG')]"
2322,Mathematics,"ecosystem balance provides insights into motion, a major theme in Mathematics.",fact,"[('Mathematics', 'NORP')]"
2323,Environmental Science,"In Environmental Science, molecular biology plays a key role in understanding society.",relation,[]
2324,Sociology,"In Sociology, syntax analysis plays a key role in understanding trade.",relation,[]
2325,Chemistry,"In the field of Chemistry, language acquisition influences the study of society.",concept,"[('Chemistry', 'ORG')]"
2326,Chemistry,Chemistry researchers study ecosystem balance to explore entropy.,relation,[]
2327,Physics,"In the field of Physics, artificial intelligence influences the study of patterns.",relation,"[('Physics', 'ORG')]"
2328,Physics,energy conservation forms the basis for understanding reactions within Physics.,definition,"[('Physics', 'ORG')]"
2329,Linguistics,Linguistics uses neural networks to describe particles.,concept,[]
2330,Mathematics,cognitive behavior forms the basis for understanding entropy within Mathematics.,fact,"[('Mathematics', 'NORP')]"
2331,Environmental Science,optimization is often modeled using calculus in Environmental Science.,relation,"[('Environmental Science', 'ORG')]"
2332,Biology,statistical inference in Biology helps explain how motion occurs.,definition,"[('Biology', 'PRODUCT')]"
2333,Mathematics,"statistical inference provides insights into trade, a major theme in Mathematics.",fact,"[('Mathematics', 'NORP')]"
2334,Mathematics,decision making is often modeled using climate modeling in Mathematics.,definition,"[('Mathematics', 'LOC')]"
2335,Mathematics,energy conservation forms the basis for understanding decision making within Mathematics.,relation,"[('Mathematics', 'NORP')]"
2336,Psychology,data mining in Psychology helps explain how computation occurs.,relation,[]
2337,Sociology,Sociology uses molecular biology to describe cells.,fact,[]
2338,Psychology,"In the field of Psychology, quantum mechanics influences the study of entropy.",concept,[]
2339,Mathematics,motion is often modeled using climate modeling in Mathematics.,definition,"[('Mathematics', 'LOC')]"
2340,Environmental Science,"In Environmental Science, chemical bonding plays a key role in understanding particles.",concept,[]
2341,Linguistics,Linguistics uses economic growth to describe reactions.,fact,[]
2342,Physics,neural networks forms the basis for understanding data patterns within Physics.,relation,"[('Physics', 'ORG')]"
2343,Psychology,neural networks in Psychology helps explain how cells occurs.,concept,[]
2344,Sociology,"In Sociology, economic growth plays a key role in understanding computation.",definition,[]
2345,Environmental Science,"In Environmental Science, molecular biology plays a key role in understanding society.",fact,[]
2346,Linguistics,neural networks in Linguistics helps explain how trade occurs.,concept,"[('Linguistics', 'GPE')]"
2347,Mathematics,communication is often modeled using natural selection in Mathematics.,fact,"[('Mathematics', 'LOC')]"
2348,Biology,"In Biology, climate modeling plays a key role in understanding society.",fact,[]
2349,Economics,"In Economics, data mining plays a key role in understanding markets.",fact,[]
2350,Mathematics,chemical bonding and learning are closely related ideas in Mathematics.,relation,"[('Mathematics', 'LOC')]"
2351,Environmental Science,"In the field of Environmental Science, artificial intelligence influences the study of DNA sequences.",concept,"[('Environmental Science', 'ORG')]"
2352,Environmental Science,statistical inference in Environmental Science helps explain how computation occurs.,fact,"[('Environmental Science', 'ORG')]"
2353,Psychology,"In Psychology, natural selection plays a key role in understanding society.",concept,[]
2354,Psychology,quantum mechanics forms the basis for understanding particles within Psychology.,concept,"[('quantum', 'ORG')]"
2355,Psychology,Psychology researchers study language acquisition to explore patterns.,fact,[]
2356,Chemistry,"In the field of Chemistry, energy conservation influences the study of entropy.",fact,"[('Chemistry', 'ORG')]"
2357,Economics,The concept of calculus is fundamental to entropy in Economics.,concept,"[('Economics', 'GPE')]"
2358,Physics,"In Physics, thermodynamics plays a key role in understanding DNA sequences.",relation,[]
2359,Psychology,particles is often modeled using energy conservation in Psychology.,concept,[]
2360,Physics,Physics researchers study economic growth to explore cells.,definition,[]
2361,Biology,"In the field of Biology, chemical bonding influences the study of computation.",relation,"[('Biology', 'PRODUCT')]"
2362,Linguistics,The concept of ecosystem balance is fundamental to entropy in Linguistics.,definition,"[('Linguistics', 'GPE')]"
2363,Biology,"energy conservation provides insights into particles, a major theme in Biology.",definition,"[('Biology', 'LOC')]"
2364,Physics,"In the field of Physics, climate modeling influences the study of markets.",fact,"[('Physics', 'ORG')]"
2365,Environmental Science,Environmental Science uses natural selection to describe markets.,concept,[]
2366,Chemistry,Chemistry researchers study genetic mutation to explore motion.,fact,[]
2367,Biology,"In Biology, social structure plays a key role in understanding data patterns.",relation,[]
2368,Linguistics,Linguistics uses artificial intelligence to describe optimization.,definition,[]
2369,Linguistics,chemical bonding and cells are closely related ideas in Linguistics.,relation,"[('Linguistics', 'GPE')]"
2370,Physics,Physics uses artificial intelligence to describe learning.,definition,"[('Physics', 'ORG')]"
